module,contributor,author,commentor,integrator,churn,entropy,p1,p2,p3,p4,p5,p6,p7,p8,top_iso,top_rso,top_tco
964,12,3,12,4,35,\N,0.166667,0.000000,0.083333,0.083333,0.083333,0.000000,0.083333,0.500000,0.33330000000000000000,0.29062001594896331738,0.40000000000000000000
965,50,20,49,18,3035,0.215290,0.020000,0.000000,0.000000,0.020000,0.060000,0.020000,0.040000,0.840000,0.65810000000000000000,0.35746964129024925480,0.45074135090609555189
966,12,3,12,4,33,\N,0.166667,0.000000,0.166667,0.000000,0.083333,0.000000,0.083333,0.500000,0.40000000000000000000,0.29874401913875598086,0.42424242424242424242
967,59,25,58,26,941,0.250171,0.000000,0.000000,0.033898,0.000000,0.016949,0.050847,0.016949,0.881356,0.66050000000000000000,0.37982626835074021379,0.60361317747077577046
968,29,10,27,11,498,0.174463,0.034483,0.000000,0.103448,0.034483,0.000000,0.103448,0.000000,0.724138,0.60530000000000000000,0.36721437168805589858,0.40963855421686746988
972,57,23,55,24,700,0.101671,0.017544,0.000000,0.035088,0.000000,0.000000,0.035088,0.017544,0.894737,0.73430000000000000000,0.44476298331340702540,0.63428571428571428571
973,35,13,34,13,592,0.240876,0.028571,0.000000,0.085714,0.028571,0.000000,0.114286,0.000000,0.742857,0.61020000000000000000,0.37251855369085896230,0.40540540540540540541
974,11,2,11,2,170,0.555823,0.181818,0.000000,0.000000,0.000000,0.000000,0.000000,0.363636,0.454545,0.50000000000000000000,0.23076923076923076923,0.57058823529411764706
975,57,27,55,27,7119,0.043996,0.017544,0.000000,0.035088,0.000000,0.000000,0.017544,0.017544,0.912281,0.69440000000000000000,0.41831489514241173476,0.67509481668773704172
977,3,1,3,1,2106,0.216558,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.666667,0.000000,1.00000000000000000000,0.62500000000000000000,1.00000000000000000000
