module,contributor,author,commentor,integrator,churn,entropy,p1,p2,p3,p4,p5,p6,p7,p8,top_iso,top_rso,top_tco
780,22,4,22,6,2237,0.950747,0.090909,0.000000,0.000000,0.000000,0.000000,0.045455,0.045455,0.818182,0.62500000000000000000,0.42200797322977774106,0.71479660259275815825
782,30,11,30,11,1674,0.533213,0.066667,0.033333,0.033333,0.066667,0.033333,0.066667,0.033333,0.666667,0.42860000000000000000,0.29954760930486389828,0.44265232974910394265
783,16,6,16,6,153,0.999723,0.125000,0.125000,0.062500,0.062500,0.000000,0.000000,0.000000,0.625000,0.38460000000000000000,0.50457385751503398562,0.50980392156862745098
784,6,2,6,2,19,0.742488,0.166667,0.000000,0.166667,0.000000,0.166667,0.000000,0.333333,0.166667,0.50000000000000000000,0.38602941176470588235,0.78947368421052631579
788,29,6,28,7,202,0.906309,0.103448,0.000000,0.000000,0.068966,0.034483,0.000000,0.103448,0.689655,0.45830000000000000000,0.34638948180219527468,0.45049504950495049505
789,25,8,25,7,4753,0.731894,0.120000,0.000000,0.040000,0.080000,0.000000,0.000000,0.080000,0.680000,0.54050000000000000000,0.37748365361799993965,0.61476961918788133810
792,4,1,4,1,964,0.914088,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.750000,0.000000,1.00000000000000000000,0.54545454545454545455,1.00000000000000000000
794,36,10,34,10,818,0.628713,0.027778,0.027778,0.027778,0.000000,0.027778,0.000000,0.083333,0.805556,0.63830000000000000000,0.41173038004307354153,0.53911980440097799511
796,35,13,35,12,302,0.663090,0.114286,0.028571,0.000000,0.028571,0.057143,0.000000,0.000000,0.771429,0.35560000000000000000,0.23865339634947478085,0.40728476821192052980
797,32,13,32,12,423,0.787490,0.062500,0.031250,0.000000,0.062500,0.000000,0.062500,0.062500,0.718750,0.37780000000000000000,0.23309784079391922529,0.28841607565011820331
798,34,17,32,17,853,0.540337,0.058824,0.029412,0.058824,0.058824,0.000000,0.088235,0.000000,0.705882,0.37740000000000000000,0.23355611790672105120,0.34701055099648300117
801,12,4,10,4,144,\N,0.166667,0.083333,0.000000,0.083333,0.083333,0.000000,0.166667,0.416667,0.58820000000000000000,0.43363636363636363636,0.43750000000000000000
803,34,12,34,12,405,0.559105,0.088235,0.029412,0.000000,0.058824,0.029412,0.000000,0.029412,0.764706,0.41460000000000000000,0.27354718714580306276,0.51358024691358024691
804,4,2,4,2,110,\N,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.50000000000000000000,0.34615384615384615385,0.80000000000000000000
806,19,5,18,5,2827,0.672731,0.052632,0.052632,0.000000,0.157895,0.000000,0.000000,0.105263,0.631579,0.80950000000000000000,0.55096823963326921246,0.83763707110010611956
812,22,8,20,8,38296,0.871992,0.090909,0.090909,0.045455,0.136364,0.045455,0.000000,0.045455,0.545455,0.35000000000000000000,0.24943952947748014162,0.33348130353039481930
814,6,1,6,1,596,0.958656,0.166667,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.333333,1.00000000000000000000,0.47632575757575757576,1.00000000000000000000
815,14,3,14,2,606,0.864983,0.071429,0.000000,0.071429,0.000000,0.000000,0.000000,0.285714,0.571429,0.77780000000000000000,0.35561568061568061568,0.97524752475247524752
816,22,11,21,10,1647,0.804841,0.227273,0.045455,0.045455,0.136364,0.045455,0.045455,0.000000,0.454545,0.25000000000000000000,0.23426573426573426573,0.17364905889496053430
817,17,6,16,6,2154,0.604308,0.058824,0.058824,0.000000,0.235294,0.000000,0.000000,0.117647,0.529412,0.66670000000000000000,0.48387469171433069213,0.68616527390900649954
818,11,3,11,2,723,0.861668,0.090909,0.000000,0.000000,0.090909,0.181818,0.000000,0.272727,0.363636,0.94440000000000000000,0.42561904761904761905,0.62932226832641770401
819,2,1,2,1,8,0.954434,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,1.00000000000000000000,0.58823529411764705882,1.00000000000000000000
