module,contributor,author,commentor,integrator,churn,entropy,size,p1,p2,p3,p4,p5,p6,p7,p8,top_iso,top_rso,top_tco,status
1764,9,2,8,3,38,,178,0.222222,0.000000,0.000000,0.111111,0.000000,0.000000,0.222222,0.444444,0.60000000000000000000,0.47718413978494623656,0.94736842105263157895,FALSE
1765,9,2,9,2,18,,0,0.222222,0.000000,0.000000,0.000000,0.000000,0.000000,0.333333,0.444444,0.75000000000000000000,0.45877450980392156863,0.83333333333333333333,FALSE
1766,9,3,7,4,9,,0,0.222222,0.111111,0.000000,0.111111,0.000000,0.000000,0.222222,0.333333,0.40000000000000000000,0.53333333333333333333,0.44444444444444444444,FALSE
1767,22,8,22,10,13395,0.384362,0,0.136364,0.090909,0.090909,0.136364,0.045455,0.000000,0.045455,0.454545,0.23530000000000000000,0.17272727272727272727,0.32191116088092571855,FALSE
1768,24,12,24,12,19818,0.807842,64,0.166667,0.041667,0.083333,0.041667,0.000000,0.041667,0.083333,0.541667,0.28570000000000000000,0.17662337662337662338,0.30527803007367040065,FALSE
1769,1,0,0,1,0,,550,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,FALSE
1770,15,5,15,5,4590,0.789427,0,0.200000,0.066667,0.066667,0.000000,0.000000,0.066667,0.133333,0.466667,0.50000000000000000000,0.28857142857142857143,0.33333333333333333333,FALSE
1771,19,6,17,9,131,0.998949,420,0.210526,0.000000,0.157895,0.105263,0.000000,0.000000,0.157895,0.368421,0.40000000000000000000,0.12552371375900787665,0.40458015267175572519,FALSE
1772,15,6,15,4,158,0.157633,3,0.066667,0.066667,0.133333,0.000000,0.000000,0.000000,0.266667,0.466667,0.55560000000000000000,0.22409090909090909091,0.81012658227848101266,FALSE
1773,16,4,16,5,1233,0.844897,0,0.125000,0.000000,0.062500,0.125000,0.062500,0.062500,0.187500,0.375000,0.33330000000000000000,0.16000000000000000000,0.63260340632603406326,FALSE
1774,28,11,27,12,15490,0.690826,0,0.107143,0.035714,0.000000,0.071429,0.000000,0.035714,0.142857,0.607143,0.26670000000000000000,0.19984126984126984127,0.24699806326662362815,FALSE
1775,5,1,4,2,8,0.811278,395,0.200000,0.000000,0.000000,0.200000,0.000000,0.000000,0.600000,0.000000,0.66670000000000000000,0.43750000000000000000,1.00000000000000000000,FALSE
1776,1,0,0,1,0,,0,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,FALSE
1777,1,0,0,1,0,,0,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,FALSE
1778,1,0,0,1,0,,0,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,FALSE
1779,6,1,5,2,2,,0,0.166667,0.000000,0.000000,0.166667,0.000000,0.000000,0.333333,0.333333,0.66670000000000000000,0.72727272727272727273,1.00000000000000000000,FALSE
1780,23,9,23,11,40,,8,0.043478,0.043478,0.086957,0.043478,0.173913,0.130435,0.043478,0.434783,0.23810000000000000000,0.17797619047619047619,0.25000000000000000000,FALSE
1781,17,7,17,7,4935,0.000000,0,0.176471,0.058824,0.117647,0.058824,0.058824,0.000000,0.058824,0.470588,0.25000000000000000000,0.21818181818181818182,0.33333333333333333333,FALSE
1782,21,8,21,8,38,,14,0.190476,0.095238,0.047619,0.047619,0.047619,0.047619,0.095238,0.428571,0.26670000000000000000,0.18250000000000000000,0.26315789473684210526,FALSE
1783,13,3,13,4,12,,0,0.076923,0.000000,0.153846,0.076923,0.153846,0.000000,0.153846,0.384615,0.42860000000000000000,0.20000000000000000000,0.66666666666666666667,FALSE
1784,25,10,25,10,363,0.984567,0,0.080000,0.040000,0.120000,0.080000,0.040000,0.120000,0.120000,0.400000,0.28570000000000000000,0.19315089672232529375,0.41322314049586776860,FALSE
1785,22,7,22,8,312,0.954434,0,0.136364,0.045455,0.045455,0.136364,0.045455,0.090909,0.090909,0.409091,0.23080000000000000000,0.14349718111346018323,0.46153846153846153846,FALSE
1786,25,8,24,10,28,,166,0.120000,0.080000,0.120000,0.080000,0.040000,0.080000,0.080000,0.400000,0.29410000000000000000,0.10714891683078321466,0.28571428571428571429,FALSE
1787,21,9,20,7,118,0.418684,535,0.142857,0.142857,0.000000,0.047619,0.000000,0.047619,0.095238,0.523810,0.30770000000000000000,0.18268283440697233801,0.25423728813559322034,FALSE
1788,11,4,10,4,4011,,7956,0.000000,0.090909,0.181818,0.090909,0.181818,0.090909,0.181818,0.181818,0.50000000000000000000,0.23333333333333333333,0.66666666666666666667,FALSE
1789,12,4,11,4,234,0.732067,34,0.166667,0.083333,0.000000,0.083333,0.083333,0.000000,0.250000,0.333333,0.42860000000000000000,0.30376344086021505376,0.33333333333333333333,FALSE
1790,12,4,11,4,210,0.422001,34,0.166667,0.083333,0.000000,0.083333,0.083333,0.000000,0.250000,0.333333,0.42860000000000000000,0.30376344086021505376,0.33333333333333333333,FALSE
