module,contributor,author,commentor,integrator,churn,entropy,size,p1,p2,p3,p4,p5,p6,p7,p8,top_iso,top_rso,top_tco,status
54,3,1,2,1,119,0.996334,45,0.000000,0.000000,0.333333,0.000000,0.000000,0.333333,0.333333,0.000000,1.00000000000000000000,0.50000000000000000000,1.00000000000000000000,TRUE
58,3,1,3,1,7,1.000000,50,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.666667,1.00000000000000000000,0.93333333333333333333,1.00000000000000000000,FALSE
60,8,2,8,2,13,0.619382,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.84615384615384615385,TRUE
61,8,2,8,2,7,0.863121,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.71428571428571428571,TRUE
62,8,2,8,2,7,0.863121,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.71428571428571428571,TRUE
63,8,2,8,2,7,0.863121,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.71428571428571428571,TRUE
64,8,2,8,2,7,0.863121,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.71428571428571428571,TRUE
65,8,2,8,2,7,0.863121,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.71428571428571428571,TRUE
66,8,2,8,2,7,0.863121,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.71428571428571428571,TRUE
67,8,2,8,2,7,0.863121,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.71428571428571428571,TRUE
68,8,2,8,2,7,0.863121,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.71428571428571428571,TRUE
69,8,2,8,2,7,0.863121,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.71428571428571428571,TRUE
70,8,2,8,2,21,0.453716,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.90476190476190476190,TRUE
71,8,2,8,2,7,0.863121,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.71428571428571428571,TRUE
72,8,2,8,2,7,0.863121,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.71428571428571428571,TRUE
73,8,2,8,2,7,0.863121,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.71428571428571428571,TRUE
74,8,2,8,2,7,0.863121,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.71428571428571428571,TRUE
75,8,2,8,2,7,0.863121,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.71428571428571428571,TRUE
76,8,2,8,2,7,0.863121,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.71428571428571428571,TRUE
77,8,2,8,2,7,0.863121,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.71428571428571428571,TRUE
78,8,2,8,2,7,0.863121,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.71428571428571428571,TRUE
79,8,2,8,2,7,0.863121,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.71428571428571428571,TRUE
80,8,2,8,2,11,0.684038,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.81818181818181818182,TRUE
81,8,2,8,2,11,0.684038,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.81818181818181818182,TRUE
82,8,2,8,2,13,0.619382,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.84615384615384615385,TRUE
83,8,2,8,2,7,0.863121,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.71428571428571428571,TRUE
84,8,2,8,2,7,0.863121,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.71428571428571428571,TRUE
85,8,2,8,2,11,0.684038,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.81818181818181818182,TRUE
86,8,2,8,2,7,0.863121,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.71428571428571428571,TRUE
